u,i,ts,w
11,479,4,2
211,367,4,13
11,390,4,3
598,288,4,25
422,597,4,8
11,568,4,81
8,568,4,89
288,597,4,6
143,560,4,1
8,597,4,42
8,568,4,89
5,47,4,1
11,568,4,81
8,568,4,89
554,589,4,6
371,436,4,15
537,566,4,1
367,400,4,3
8,597,4,42
367,161,4,2
367,603,4,1
8,408,4,10
68,118,4,2
102,597,4,7
554,589,4,6
68,367,4,1
8,568,4,89
604,271,4,24
598,288,4,25
8,568,4,89
11,568,4,81
597,102,4,5
68,307,4,2
422,597,4,8
554,589,4,6
8,597,4,42
8,408,4,10
422,597,4,8
8,568,4,89
102,597,4,7
422,597,4,8
11,568,4,81
8,408,4,10
598,288,4,25
554,589,4,6
453,513,4,1
453,367,4,2
11,174,4,35
422,597,4,8
8,600,4,15
8,600,4,15
47,5,4,8
597,102,4,5
453,288,4,2
40,388,4,56
554,364,4,1
288,453,4,3
40,597,4,9
554,462,4,2
102,597,4,7
11,568,4,81
453,288,4,2
598,288,4,25
40,597,4,9
288,453,4,3
8,597,4,42
604,262,4,18
8,600,4,15
598,288,4,25
554,392,4,1
8,568,4,89
102,560,4,2
597,102,4,5
102,600,4,3
560,102,4,9
102,597,4,7
604,262,4,18
598,288,4,25
8,408,4,10
597,102,4,5
539,494,4,6
560,102,4,9
40,602,4,2
354,192,4,7
349,575,4,1
604,262,4,18
367,453,4,2
5,539,4,3
40,560,4,2
387,513,4,4
354,315,4,56
568,173,4,6
102,597,4,7
593,89,4,1
349,591,4,3
349,591,4,3
494,539,4,7
604,262,4,18
598,288,4,25
598,288,4,25
61,566,4,3
560,102,4,9
296,421,4,25
604,262,4,18
494,180,4,18
568,173,4,6
349,479,4,1
40,597,4,9
604,262,4,18
568,605,4,5
304,211,4,2
568,173,4,6
40,597,4,9
560,102,4,9
235,127,4,18
568,173,4,6
251,462,4,11
604,262,4,18
421,390,4,2
102,560,4,2
71,595,4,1
296,421,4,25
560,102,4,9
541,597,4,14
560,102,4,9
560,102,4,9
40,597,4,9
408,146,4,3
604,262,4,18
597,541,4,18
604,262,4,18
541,96,4,65
146,235,4,1
408,146,4,3
241,572,4,2
560,98,4,2
568,173,4,6
572,241,4,1
408,146,4,3
560,98,4,2
453,367,4,2
604,307,4,2
539,5,4,2
175,597,4,2
173,259,4,7
539,494,4,6
568,173,4,6
5,539,4,3
324,606,4,3
539,5,4,2
494,539,4,7
539,494,4,6
61,606,4,1
459,607,4,3
607,459,4,1
61,421,4,2
554,516,4,2
61,453,4,8
320,494,4,3
320,453,4,14
604,336,4,15
61,453,4,8
391,171,4,1
559,606,4,1
61,453,4,8
320,453,4,14
608,390,4,3
320,597,4,1
320,453,4,14
391,227,4,13
320,391,4,54
61,49,4,2
320,453,4,14
608,385,4,2
608,606,4,6
320,606,4,3
391,126,4,2
61,453,4,8
320,391,4,54
609,324,4,2
320,453,4,14
61,421,4,2
608,606,4,6
320,606,4,3
453,61,4,1
606,324,4,3
320,279,4,2
608,606,4,6
320,391,4,54
320,391,4,54
324,606,4,3
320,391,4,54
320,608,4,2
606,324,4,3
320,608,4,2
320,391,4,54
5,539,4,3
608,606,4,6
324,606,4,3
606,608,4,2
606,324,4,3
320,391,4,54
554,606,4,1
241,572,4,2
241,606,4,1
320,391,4,54
175,606,4,1
426,425,4,1
426,87,4,1
328,323,4,8
610,71,4,4
127,323,4,7
127,235,4,23
40,608,4,3
397,143,4,3
69,572,4,2
461,102,4,20
66,597,4,6
66,606,4,2
611,612,4,1
320,299,4,3
508,453,4,36
421,61,4,1
508,453,4,36
315,354,4,54
35,613,4,1
354,315,4,56
371,494,4,12
371,526,4,5
247,282,4,3
614,615,4,3
535,198,4,7
535,421,4,1
102,461,4,21
604,307,4,2
203,190,4,1
597,66,4,2
8,481,4,2
597,31,4,3
541,606,4,2
535,531,4,27
585,299,4,2
448,455,4,2
585,459,4,4
144,146,4,1
448,288,4,3
448,265,4,1
448,301,4,1
585,606,4,2
448,421,4,1
608,606,4,6
346,190,4,1
131,102,4,1
131,588,4,2
131,448,4,2
608,448,4,1
71,610,4,5
616,271,4,21
26,413,4,20
35,546,4,1
455,448,4,3
616,71,4,1
595,71,4,1
616,307,4,6
385,386,4,4
385,608,4,1
211,47,4,16
617,2,4,1
398,75,4,3
142,102,4,8
398,298,4,2
398,385,4,2
398,364,4,2
203,608,4,3
394,393,4,1
211,304,4,5
616,307,4,6
608,385,4,2
609,324,4,2
508,453,4,36
592,227,4,2
616,307,4,6
453,508,4,9
203,608,4,3
29,102,4,5
595,387,4,4
461,102,4,20
618,96,4,2
494,539,4,7
102,461,4,21
87,426,4,1
69,619,4,2
595,61,4,4
50,600,4,1
102,461,4,21
428,399,4,3
26,619,4,41
538,395,4,3
620,592,4,8
620,47,4,8
413,606,4,1
320,494,4,3
102,148,4,1
26,413,4,20
18,64,4,2
102,592,4,1
620,592,4,8
620,592,4,8
118,595,4,2
595,118,4,3
508,453,4,36
118,595,4,2
26,413,4,20
550,455,4,8
288,448,4,5
550,61,4,9
595,118,4,3
203,608,4,3
276,413,4,1
550,146,4,3
26,413,4,20
606,66,4,1
606,608,4,2
301,448,4,2
606,541,4,1
335,535,4,4
467,593,4,4
301,295,4,2
8,176,4,21
421,535,5,5
276,467,5,6
421,448,5,2
459,607,5,3
497,494,5,56
302,211,5,19
545,453,5,9
621,606,5,1
621,591,5,2
51,367,5,1
621,595,5,1
364,398,5,2
621,622,5,1
453,508,5,9
33,582,5,1
582,33,5,1
541,96,5,65
541,606,5,2
541,96,5,65
618,96,5,2
461,102,5,20
604,301,5,1
595,621,5,1
618,474,5,2
96,541,5,61
541,96,5,65
620,47,5,8
541,324,5,12
96,541,5,61
620,592,5,8
8,606,5,8
541,96,5,65
96,541,5,61
541,96,5,65
541,96,5,65
96,541,5,61
96,541,5,61
233,582,5,1
541,96,5,65
623,451,5,1
623,436,5,2
582,233,5,1
96,541,5,61
541,96,5,65
96,541,5,61
615,614,5,1
96,284,5,1
541,96,5,65
541,96,5,65
494,497,5,58
96,541,5,61
175,100,5,15
513,255,5,2
52,455,5,2
40,608,5,3
40,602,5,2
541,96,5,65
96,541,5,61
96,541,5,61
40,597,5,9
96,541,5,61
541,96,5,65
541,96,5,65
541,96,5,65
61,595,5,1
96,541,5,61
96,541,5,61
324,541,5,11
541,96,5,65
541,324,5,12
96,541,5,61
324,541,5,11
29,102,5,5
324,624,5,7
624,324,5,9
535,335,5,4
473,31,5,13
362,453,5,6
397,467,5,2
324,624,5,7
624,324,5,9
624,324,5,9
192,354,5,9
192,388,5,10
40,388,5,56
624,324,5,9
467,501,5,2
192,615,5,1
324,624,5,7
624,324,5,9
324,624,5,7
624,324,5,9
227,592,5,2
371,507,5,5
371,494,5,12
324,624,5,7
211,302,5,14
211,302,5,14
585,385,5,1
585,606,5,2
322,455,5,1
513,625,5,5
276,467,5,6
554,625,5,3
554,626,5,1
508,453,5,36
554,513,5,3
554,513,5,3
624,324,5,9
371,494,5,12
35,624,5,3
610,71,5,4
592,227,5,2
602,627,5,2
349,625,5,14
324,624,5,7
59,61,5,3
71,610,5,5
628,96,5,1
624,324,5,9
625,349,5,2
624,629,5,1
387,513,5,4
624,606,5,1
94,625,5,6
513,387,5,3
40,597,5,9
349,625,5,14
295,301,5,1
387,513,5,4
35,624,5,3
501,467,5,4
589,625,5,6
35,624,5,3
630,624,5,7
387,595,5,2
387,367,5,1
324,624,5,7
387,211,5,7
554,387,5,4
387,512,5,9
554,387,5,4
367,51,5,2
554,387,5,4
367,387,5,2
625,589,5,10
625,631,5,3
624,324,5,9
61,59,5,4
554,569,5,1
630,624,5,7
554,305,5,3
626,512,5,2
554,317,5,1
630,624,5,7
59,61,5,3
392,262,5,12
630,632,5,1
262,392,5,2
392,262,5,12
630,51,5,1
633,625,5,1
550,61,5,9
513,58,5,1
61,59,5,4
413,474,5,1
589,513,5,3
143,634,5,1
211,387,5,10
387,211,5,7
630,624,5,7
467,501,5,2
211,387,5,10
276,467,5,6
501,467,5,4
446,253,5,11
315,354,5,54
619,26,5,43
315,101,5,6
387,211,5,7
421,393,5,4
421,606,5,1
31,597,5,4
296,421,5,25
31,635,5,2
31,625,5,4
512,387,5,11
635,5,5,3
512,626,5,2
635,5,5,3
635,31,5,1
635,5,5,3
626,512,5,2
635,589,5,1
512,626,5,2
635,625,5,2
102,184,5,3
598,635,5,1
296,421,5,25
102,461,5,21
31,635,5,2
282,627,5,1
126,391,5,2
123,96,5,4
608,606,5,6
605,568,5,1
354,315,5,56
550,61,5,9
40,608,5,3
474,282,5,7
8,625,5,5
322,635,5,4
551,348,5,2
550,146,5,3
301,295,5,2
276,123,5,1
322,636,5,1
550,123,5,6
551,348,5,2
446,253,5,11
322,123,5,16
296,421,5,25
585,348,5,1
550,123,5,6
322,123,5,16
625,31,5,3
322,123,5,16
625,635,5,1
550,123,5,6
282,247,5,3
322,123,5,16
102,391,5,18
391,102,5,5
637,636,5,3
550,591,5,2
322,123,5,16
102,391,5,18
391,102,5,5
102,391,5,18
7,31,5,8
550,123,5,6
322,123,5,16
637,635,5,1
102,182,5,1
296,421,5,25
102,537,5,3
322,123,5,16
474,282,5,7
391,513,5,3
5,635,5,1
391,102,5,5
102,391,5,18
322,123,5,16
637,320,5,2
5,596,5,1
638,102,5,3
5,123,5,4
638,320,5,9
637,320,5,2
8,126,5,4
211,387,5,10
219,320,5,1
8,625,5,5
123,5,5,4
638,320,5,9
123,5,5,4
5,123,5,4
322,123,5,16
638,320,5,9
638,5,5,2
391,102,5,5
638,320,5,9
123,5,5,4
638,5,5,2
478,357,5,2
320,391,5,54
102,391,5,18
474,282,5,7
478,5,5,3
5,123,5,4
322,123,5,16
391,320,5,17
5,478,5,3
638,320,5,9
637,639,5,9
478,5,5,3
5,478,5,3
320,391,5,54
478,5,5,3
391,320,5,17
5,478,5,3
582,123,5,1
598,33,5,6
320,391,5,54
478,102,5,1
391,320,5,17
391,102,5,5
320,391,5,54
637,97,5,3
638,320,5,9
446,102,5,4
102,391,5,18
589,640,5,2
391,320,5,17
640,589,5,1
276,102,5,6
589,640,5,2
638,478,5,8
638,478,5,8
276,102,5,6
637,253,5,28
638,478,5,8
573,320,5,2
320,391,5,54
638,320,5,9
208,354,5,2
391,320,5,17
322,280,5,61
638,478,5,8
638,320,5,9
276,102,5,6
637,253,5,28
320,391,5,54
638,478,5,8
638,320,5,9
637,253,5,28
641,322,5,19
235,127,5,18
276,102,5,6
40,637,5,2
641,322,5,19
446,102,5,4
446,253,5,11
638,478,5,8
141,143,5,13
5,590,5,1
637,253,5,28
638,478,5,8
641,478,5,2
322,67,5,76
516,288,5,3
638,478,5,8
322,641,5,29
573,320,5,2
446,253,5,11
637,253,5,28
276,102,5,6
276,320,5,2
296,421,5,25
554,516,5,2
322,366,5,77
276,320,5,2
446,102,5,4
276,102,5,6
322,87,5,42
446,253,5,11
474,282,5,7
598,33,5,6
474,282,5,7
446,253,5,11
87,322,5,22
453,362,5,4
446,253,5,11
322,87,5,42
446,253,5,11
446,102,5,4
637,253,5,28
31,7,5,12
598,33,5,6
446,253,5,11
127,235,5,23
637,253,5,28
637,642,5,10
388,192,5,9
446,253,5,11
637,277,5,2
40,388,5,56
594,566,5,4
446,253,5,11
637,253,5,28
322,87,5,42
598,33,5,6
322,642,5,15
33,501,5,4
40,637,5,2
315,354,5,54
637,253,5,28
637,253,5,28
322,87,5,42
320,594,5,5
643,354,5,1
637,253,5,28
641,322,5,19
641,211,5,1
322,87,5,42
641,322,5,19
637,253,5,28
366,322,5,45
641,322,5,19
322,366,5,77
462,531,5,3
637,253,5,28
641,322,5,19
474,282,5,7
641,322,5,19
87,322,5,22
40,388,5,56
462,251,5,9
473,478,5,3
474,501,5,3
474,501,5,3
40,388,5,56
641,644,5,1
421,388,5,7
322,87,5,42
501,33,5,4
388,421,5,7
40,388,5,56
598,33,5,6
40,388,5,56
421,388,5,7
388,421,5,7
40,388,5,56
322,87,5,42
645,71,5,2
421,388,5,7
474,282,5,7
637,101,5,3
645,288,5,3
33,501,5,4
193,582,5,6
388,421,5,7
40,388,5,56
193,582,5,6
513,589,5,4
193,324,5,4
501,33,5,4
645,288,5,3
421,388,5,7
193,455,5,5
645,71,5,2
5,641,5,1
315,354,5,54
193,295,5,22
322,288,5,1
193,302,5,2
320,465,5,1
645,288,5,3
513,462,5,1
388,421,5,7
645,211,5,1
193,582,5,6
421,388,5,7
375,480,5,2
388,421,5,7
40,388,5,56
573,265,5,1
87,322,5,22
645,637,5,7
593,467,5,4
641,5,5,1
421,388,5,7
645,322,5,9
322,87,5,42
296,421,5,25
645,322,5,9
388,421,5,7
513,375,5,1
296,271,5,11
40,388,5,56
508,453,5,36
219,265,5,1
193,582,5,6
497,494,5,56
645,637,5,7
645,322,5,9
598,320,5,3
637,73,5,3
123,5,5,4
262,646,5,3
620,320,5,2
262,646,5,3
218,320,5,6
33,501,5,4
645,322,5,9
73,616,5,6
322,123,5,16
480,375,5,2
611,625,5,1
598,320,5,3
218,320,5,6
620,320,5,2
265,637,5,1
73,606,5,3
647,626,5,1
35,258,5,2
647,513,5,2
193,582,5,6
645,322,5,9
193,324,5,4
626,648,5,1
637,265,5,1
218,320,5,6
620,47,5,8
513,648,5,2
589,439,5,5
40,388,5,56
647,367,5,4
637,140,5,1
87,322,5,22
262,641,5,2
625,648,5,11
620,592,5,8
645,637,5,7
322,123,5,16
480,58,5,1
218,320,5,6
645,322,5,9
480,451,5,1
56,595,5,7
648,625,5,7
322,87,5,42
648,513,5,1
625,648,5,11
598,33,5,6
645,649,5,1
598,320,5,3
647,367,5,4
61,366,5,1
61,161,5,1
647,625,5,1
648,625,5,7
647,387,5,1
218,320,5,6
637,73,5,3
501,33,5,4
480,377,5,3
625,648,5,11
480,565,5,1
73,637,5,1
37,176,5,13
161,367,5,2
296,421,5,25
480,395,5,9
392,61,5,2
637,73,5,3
61,392,5,2
37,127,5,13
371,507,5,5
648,625,5,7
648,625,5,7
645,219,5,3
513,625,5,5
37,501,5,58
645,219,5,3
625,513,5,3
550,123,5,6
645,650,5,2
480,637,5,1
645,646,5,1
139,573,5,1
430,322,5,22
647,513,5,2
218,320,5,6
637,480,5,4
647,648,5,4
625,648,5,11
637,480,5,4
550,61,5,9
213,583,5,2
37,474,5,98
637,480,5,4
531,535,5,23
276,73,5,2
213,625,5,1
37,474,5,98
5,123,5,4
587,635,5,1
587,439,5,6
587,50,5,4
37,474,5,98
645,637,5,7
37,474,5,98
637,480,5,4
645,322,5,9
33,501,5,4
645,650,5,2
513,648,5,2
37,474,5,98
37,474,5,98
37,474,5,98
647,589,5,1
37,474,5,98
37,474,5,98
645,322,5,9
37,474,5,98
595,56,5,8
480,516,5,1
586,587,5,1
37,474,5,98
87,322,5,22
550,61,5,9
265,474,5,5
645,322,5,9
474,265,5,4
37,474,5,98
366,322,5,45
265,474,5,5
647,648,5,4
265,219,5,1
408,33,5,1
265,625,5,1
265,570,5,1
322,87,5,42
265,288,5,1
265,650,5,1
211,304,5,5
265,436,5,1
37,474,5,98
265,123,5,1
474,265,5,4
37,100,5,5
265,242,5,1
265,111,5,1
265,576,5,1
265,428,5,1
265,366,5,1
37,474,5,98
213,474,5,5
322,366,5,77
265,651,5,1
265,480,5,1
501,33,5,4
474,213,5,5
265,652,5,1
265,7,5,1
642,637,5,7
595,387,5,4
637,642,5,10
37,474,5,98
595,61,5,4
265,644,5,1
37,127,5,13
265,649,5,1
213,474,5,5
265,387,5,1
265,367,5,1
573,139,5,1
265,320,5,1
367,161,5,2
265,572,5,1
265,47,5,1
26,619,5,41
653,513,5,2
26,413,5,20
265,541,5,1
474,213,5,5
648,288,5,3
37,474,5,98
213,474,5,5
265,595,5,1
265,481,5,1
474,213,5,5
37,474,5,98
213,474,5,5
265,71,5,3
265,213,5,1
102,298,5,6
265,556,5,1
371,651,5,2
265,648,5,1
130,637,5,1
265,298,5,1
265,501,5,1
265,241,5,1
474,213,5,5
37,474,5,98
265,102,5,1
37,474,5,98
653,513,5,2
265,626,5,1
265,324,5,1
265,589,5,1
213,474,5,5
265,553,5,1
211,288,5,8
37,474,5,98
635,370,5,2
265,227,5,1
647,648,5,4
265,171,5,1
288,648,5,2
265,582,5,1
211,288,5,8
37,474,5,98
265,521,5,1
635,625,5,2
653,227,5,1
648,288,5,3
0,476,5,13
265,71,5,3
37,474,5,98
2,617,5,1
213,100,5,3
98,625,5,7
371,102,5,6
647,648,5,4
37,474,5,98
371,651,5,2
227,625,5,2
637,481,5,9
322,366,5,77
573,651,5,6
265,71,5,3
322,635,5,4
637,481,5,9
568,371,5,42
554,462,5,2
474,213,5,5
595,61,5,4
37,625,5,2
371,102,5,6
637,481,5,9
573,651,5,6
554,61,5,3
37,474,5,98
288,648,5,2
126,474,5,1
595,61,5,4
211,575,5,3
653,480,5,1
211,575,5,3
37,474,5,98
211,575,5,3
637,481,5,9
611,501,5,1
371,102,5,6
474,126,5,1
341,193,5,4
648,288,5,3
618,474,5,2
647,512,5,1
371,102,5,6
573,651,5,6
37,474,5,98
276,648,5,24
37,474,5,98
637,481,5,9
651,71,5,5
276,73,5,2
653,253,5,4
102,62,5,24
651,573,5,3
37,474,5,98
556,301,5,27
322,67,5,76
227,592,5,2
618,193,5,11
71,651,5,4
37,474,5,98
280,322,5,33
573,651,5,6
284,421,5,2
637,481,5,9
280,322,5,33
37,474,5,98
651,71,5,5
37,474,5,98
651,573,5,3
37,474,5,98
253,342,5,1
573,651,5,6
371,436,5,15
37,474,5,98
37,474,5,98
595,643,5,1
651,573,5,3
573,651,5,6
566,594,5,4
637,481,5,9
647,367,5,4
71,651,5,4
653,253,5,4
37,474,5,98
637,47,5,5
637,481,5,9
494,371,5,4
37,474,5,98
227,391,5,12
637,47,5,5
651,71,5,5
37,474,5,98
494,497,5,58
455,193,5,4
253,494,5,4
654,655,5,2
647,348,5,1
654,655,5,2
322,280,5,61
637,47,5,5
654,656,5,1
258,637,5,1
473,31,5,13
455,193,5,4
265,657,5,2
654,635,5,1
658,659,5,3
265,660,5,1
658,659,5,3
654,661,5,1
494,253,5,3
322,67,5,76
265,662,5,2
654,663,5,1
253,625,5,4
654,664,5,1
265,665,5,1
654,644,5,1
625,227,5,1
71,651,5,4
654,631,5,1
666,657,5,4
280,322,5,33
653,253,5,4
654,626,5,1
37,474,5,98
654,625,5,1
654,639,5,1
654,667,5,1
654,668,5,1
265,641,5,1
654,629,5,1
654,632,5,1
37,474,5,98
417,641,5,1
265,636,5,1
654,669,5,1
647,367,5,4
654,670,5,1
37,474,5,98
513,404,5,1
654,671,5,1
130,526,5,1
625,98,5,6
253,494,5,4
618,595,5,2
66,597,5,6
653,651,5,9
322,280,5,61
37,474,5,98
370,635,5,2
37,474,5,98
651,71,5,5
322,67,5,76
322,67,5,76
8,568,5,89
618,595,5,2
37,474,5,98
616,271,5,21
5,277,5,2
513,516,5,1
371,494,5,12
672,253,5,6
653,651,5,9
371,672,5,4
37,474,5,98
175,474,5,7
618,660,5,1
322,67,5,76
280,322,5,33
604,271,5,24
616,73,5,13
253,672,5,5
651,653,5,10
348,654,5,3
672,371,5,2
348,654,5,3
71,651,5,4
322,280,5,61
653,651,5,9
672,253,5,6
322,67,5,76
430,322,5,22
258,255,5,4
175,514,5,2
651,653,5,10
11,100,5,13
253,672,5,5
280,322,5,33
11,526,5,20
98,625,5,7
651,71,5,5
614,615,5,3
604,265,5,2
653,651,5,9
251,462,5,11
11,174,5,35
322,67,5,76
421,284,5,3
258,342,5,1
654,348,5,2
253,343,5,2
651,653,5,10
5,602,5,2
672,253,5,6
322,280,5,61
635,370,5,2
72,342,5,2
653,651,5,9
614,665,5,1
392,61,5,2
144,478,5,2
625,98,5,6
430,322,5,22
604,102,5,19
102,672,5,7
258,47,5,1
322,280,5,61
370,635,5,2
653,455,5,5
5,72,5,4
296,421,5,25
604,265,5,2
280,322,5,33
455,653,5,4
651,653,5,10
672,102,5,6
393,421,5,4
651,653,5,10
604,102,5,19
322,280,5,61
296,421,5,25
253,672,5,5
653,651,5,9
653,455,5,5
72,5,5,3
61,392,5,2
637,481,5,9
651,653,5,10
258,241,5,2
637,47,5,5
598,510,5,1
455,653,5,4
672,253,5,6
258,298,5,1
102,672,5,7
653,98,5,3
11,657,5,5
280,322,5,33
253,672,5,5
653,455,5,5
672,102,5,6
604,288,5,7
11,657,5,5
651,653,5,10
672,253,5,6
102,672,5,7
421,393,5,4
276,495,5,5
653,651,5,9
604,102,5,19
322,280,5,61
253,672,5,5
604,288,5,7
514,193,5,1
653,455,5,5
673,301,5,3
495,474,5,3
672,102,5,6
672,253,5,6
296,421,5,25
40,657,5,2
175,474,5,7
651,653,5,10
348,654,5,3
11,657,5,5
40,597,5,9
276,495,5,5
198,535,5,6
604,102,5,19
280,322,5,33
550,455,5,8
102,672,5,7
604,288,5,7
5,72,5,4
481,193,5,10
653,651,5,9
40,657,5,2
5,72,5,4
253,597,5,2
11,657,5,5
480,5,5,9
672,288,5,3
276,495,5,5
495,436,5,1
371,672,5,4
672,102,5,6
322,280,5,61
11,7,5,19
288,672,5,2
672,371,5,2
296,421,5,25
102,672,5,7
276,298,5,3
73,72,5,7
616,455,5,1
604,288,5,7
672,288,5,3
455,653,5,4
672,102,5,6
72,5,5,3
5,480,5,7
72,73,5,10
387,595,5,2
5,72,5,4
210,193,5,3
651,653,5,10
276,495,5,5
210,193,5,3
616,515,5,1
653,455,5,5
11,657,5,5
288,672,5,2
52,455,5,2
554,61,5,3
50,313,5,2
193,481,5,6
604,102,5,19
480,5,5,9
279,320,5,1
653,651,5,9
639,637,5,3
554,146,5,1
371,672,5,4
371,672,5,4
102,672,5,7
253,298,5,1
102,674,5,1
316,367,5,3
554,61,5,3
421,193,5,3
641,262,5,2
320,279,5,2
641,417,5,1
478,313,5,2
320,674,5,1
316,5,5,3
604,102,5,19
495,657,5,2
276,672,5,4
276,513,5,1
251,5,5,3
276,495,5,5
554,675,5,4
11,7,5,19
672,102,5,6
276,672,5,4
630,462,5,1
554,675,5,4
554,675,5,4
657,495,5,2
276,672,5,4
672,288,5,3
316,307,5,33
72,5,5,3
604,102,5,19
495,657,5,2
616,339,5,3
604,73,5,14
637,639,5,9
276,672,5,4
604,102,5,19
423,494,5,2
296,421,5,25
524,210,5,8
637,639,5,9
524,50,5,40
637,639,5,9
524,102,5,14
322,67,5,76
241,258,5,2
651,653,5,10
637,47,5,5
604,73,5,14
616,253,5,3
316,5,5,3
481,193,5,10
322,67,5,76
247,602,5,3
50,524,5,41
8,7,5,56
296,421,5,25
495,522,5,2
524,50,5,40
354,315,5,56
5,251,5,2
68,5,5,3
68,118,5,2
604,73,5,14
8,639,5,4
8,635,5,1
666,657,5,4
354,315,5,56
616,676,5,2
68,5,5,3
50,524,5,41
395,480,5,8
316,5,5,3
8,639,5,4
641,324,5,4
98,653,5,4
98,625,5,7
322,67,5,76
8,639,5,4
666,657,5,4
666,657,5,4
211,641,5,3
595,387,5,4
478,211,5,1
98,653,5,4
657,495,5,2
211,478,5,2
616,639,5,23
639,616,5,14
8,639,5,4
524,50,5,40
616,639,5,23
8,7,5,56
324,641,5,2
604,73,5,14
50,524,5,41
616,639,5,23
651,301,5,3
211,478,5,2
635,387,5,2
641,324,5,4
387,635,5,1
467,593,5,4
554,501,5,4
604,73,5,14
635,387,5,2
8,657,5,1
554,653,5,2
604,271,5,24
8,637,5,2
616,271,5,21
276,467,5,6
554,635,5,1
524,50,5,40
322,635,5,4
8,7,5,56
322,67,5,76
587,50,5,4
630,661,5,1
554,305,5,3
322,639,5,21
276,651,5,4
638,641,5,1
315,354,5,54
211,641,5,3
322,635,5,4
616,639,5,23
659,658,5,4
322,639,5,21
276,651,5,4
322,639,5,21
102,524,5,32
50,524,5,41
430,322,5,22
616,73,5,13
639,322,5,11
324,641,5,2
587,50,5,4
638,480,5,3
8,568,5,89
316,315,5,3
175,474,5,7
322,639,5,21
322,639,5,21
8,388,5,7
430,322,5,22
639,322,5,11
524,50,5,40
180,453,5,18
276,651,5,4
322,639,5,21
524,102,5,14
71,677,5,1
524,102,5,14
316,324,5,2
333,127,5,7
430,322,5,22
276,651,5,4
180,494,5,20
639,322,5,11
258,241,5,2
587,50,5,4
322,639,5,21
50,524,5,41
616,486,5,2
322,639,5,21
639,322,5,11
322,67,5,76
316,324,5,2
587,439,5,6
322,639,5,21
277,637,5,1
316,315,5,3
616,73,5,13
50,524,5,41
277,5,5,2
276,582,5,1
639,322,5,11
678,161,5,2
315,324,5,13
616,111,5,1
438,635,5,2
333,127,5,7
322,639,5,21
8,7,5,56
322,67,5,76
324,315,5,10
322,639,5,21
258,255,5,4
315,324,5,13
366,322,5,45
322,639,5,21
438,439,5,3
572,183,5,1
637,277,5,2
616,639,5,23
180,354,5,4
322,366,5,77
324,315,5,10
430,322,5,22
661,624,5,4
524,50,5,40
73,616,5,6
678,403,5,12
322,67,5,76
366,322,5,45
50,524,5,41
50,524,5,41
639,616,5,14
322,366,5,77
616,486,5,2
322,639,5,21
73,679,5,2
315,324,5,13
404,513,5,1
616,639,5,23
8,7,5,56
8,408,5,10
50,524,5,41
639,616,5,14
322,366,5,77
678,131,5,2
680,587,5,3
322,639,5,21
524,50,5,40
324,315,5,10
678,131,5,2
524,50,5,40
616,73,5,13
299,367,5,1
366,322,5,45
322,180,5,2
94,681,5,1
288,637,5,1
645,672,5,5
322,366,5,77
102,524,5,32
637,288,5,4
299,320,5,1
524,102,5,14
175,474,5,7
616,639,5,23
366,322,5,45
637,288,5,4
616,639,5,23
102,524,5,32
315,324,5,13
486,657,5,2
322,67,5,76
354,180,5,3
486,657,5,2
67,2,5,2
524,102,5,14
296,271,5,11
50,524,5,41
679,73,5,1
367,299,5,2
524,50,5,40
322,366,5,77
645,672,5,5
322,67,5,76
180,354,5,4
680,587,5,3
73,679,5,2
180,322,5,2
258,288,5,1
538,424,5,1
604,262,5,18
50,524,5,41
324,315,5,10
524,50,5,40
322,67,5,76
247,374,5,5
67,322,5,19
680,587,5,3
315,73,5,5
180,597,5,1
641,324,5,4
315,324,5,13
67,322,5,19
343,253,5,1
307,539,5,5
354,315,5,56
315,354,5,54
322,67,5,76
524,102,5,14
322,67,5,76
354,180,5,3
43,455,5,2
73,315,5,4
354,315,5,56
322,641,5,29
180,322,5,2
324,315,5,10
512,635,5,1
315,73,5,5
512,640,5,1
180,354,5,4
315,354,5,54
73,315,5,4
637,87,5,2
43,431,5,5
315,324,5,13
43,73,5,12
73,315,5,4
486,436,5,3
180,315,5,3
486,436,5,3
486,436,5,3
315,73,5,5
315,180,5,2
624,661,5,15
180,395,5,2
315,73,5,5
175,474,5,7
354,180,5,3
180,315,5,3
324,315,5,10
354,315,5,56
414,435,5,1
180,354,5,4
315,180,5,2
73,315,5,4
650,96,5,1
315,324,5,13
682,412,5,30
650,637,5,1
637,650,5,2
682,412,5,30
315,354,5,54
322,67,5,76
315,73,5,5
554,501,5,4
324,315,5,10
602,5,5,1
604,412,5,14
637,650,5,2
602,247,5,2
412,682,5,26
171,683,5,1
395,180,5,1
682,412,5,30
604,412,5,14
512,587,5,1
315,324,5,13
624,533,5,6
512,387,5,11
333,127,5,7
602,247,5,2
682,71,5,22
324,315,5,10
412,682,5,26
587,512,5,1
241,258,5,2
366,322,5,45
387,512,5,9
604,412,5,14
630,334,5,1
71,682,5,24
630,114,5,1
241,637,5,2
637,241,5,8
127,684,5,1
630,595,5,1
682,412,5,30
606,73,5,1
5,277,5,2
646,262,5,1
604,412,5,14
5,602,5,2
387,589,5,2
438,512,5,1
412,682,5,26
604,412,5,14
262,646,5,3
354,192,5,7
324,631,5,4
604,262,5,18
682,412,5,30
322,366,5,77
412,682,5,26
604,412,5,14
322,67,5,76
211,235,5,3
